361,1,128,"000128","Wood",1971
362,1,128,"000128","Wood",1971
363,1,356,"000356","Walker",1990
364,1,357,"000357","Walker",1990
365,1,358,"000358","Walker",1990
366,1,338,"000338","Witkind",1971
367,1,457,"000457","McKibbon et al",1987
368,1,457,"000457","McKibbon et al",1987
369,1,457,"000457","McKibbon et al",1987
370,1,457,"000457","McKibbon et al",1987
371,1,457,"000457","McKibbon et al",1987
372,1,36,"000036","Frison",1965
373,1,293,"000293","Ruppert",1974
374,1,2056,"002056","Davis",1989
375,1,292,"000292","Bozell",1981
376,1,292,"000292","Bozell",1981
377,1,292,"000292","Bozell",1981
378,1,292,"000292","Bozell",1981
378,2,1372,"001372","Bozell and Warren",1982
379,1,292,"000292","Bozell",1981
379,2,685,"000685","Teter and Warren",1979
380,1,294,"000294","Akersten and McDonald",1991
381,1,14,"000014","Brown",1966
381,2,351,"000351","Semken and Falk",1987
382,1,70,"000070","Miller",1964
383,1,95,"000095","Stephenson",1969
384,1,93,"000093","Smith and Grange",1958
385,1,323,"000323","Spaulding",1956
386,1,131,"000131","Woolworth and Wood",1964
387,1,393,"000393","Johnson",1966
388,1,331,"000331","Caldwell",1966
389,1,49,"000049","Hoffman",1967
390,1,59,"000059","Karklins",1970
391,1,50,"000050","Howard",1968
392,1,63,"000063","Kotch and Starr",1968
393,1,351,"000351","Semken and Falk",1987
393,2,164,"000164","Sammis",1978
394,1,351,"000351","Semken and Falk",1987
394,2,1725,"001725","Croft and Semken",1992
395,1,351,"000351","Semken and Falk",1987
396,1,351,"000351","Semken and Falk",1987
397,1,351,"000351","Semken and Falk",1987
398,1,351,"000351","Semken and Falk",1987
399,1,311,"000311","Hurt",1953
399,2,351,"000351","Semken and Falk",1987
400,1,311,"000311","Hurt",1953
401,1,312,"000312","Hurt",1969
402,1,313,"000313","Gant",1961
403,1,351,"000351","Semken and Falk",1987
404,1,351,"000351","Semken and Falk",1987
405,1,351,"000351","Semken and Falk",1987
406,1,351,"000351","Semken and Falk",1987
406,2,163,"000163","Semken and Satorius",1981
407,1,162,"000162","Johnson",1967
407,2,351,"000351","Semken and Falk",1987
408,1,351,"000351","Semken and Falk",1987
408,2,441,"000441","Chomko",1976
409,1,351,"000351","Semken and Falk",1987
409,2,161,"000161","Hurt",1951
410,1,351,"000351","Semken and Falk",1987
410,2,160,"000160","Kivett and Jensen",1976
411,1,351,"000351","Semken and Falk",1987
411,2,157,"000157","Smith",1977
412,1,16,"000016","Caldwell",1966
413,1,351,"000351","Semken and Falk",1987
413,2,441,"000441","Chomko",1976
414,1,351,"000351","Semken and Falk",1987
415,1,351,"000351","Semken and Falk",1987
415,2,2249,"002249","Hoffman",1970
416,1,351,"000351","Semken and Falk",1987
416,2,385,"000385","Lehmer and Jones",1968
417,1,567,"000567","Campbell and Frizzell",1949
418,1,351,"000351","Semken and Falk",1987
418,2,311,"000311","Hurt",1953
418,3,635,"000635","Johnson",1967
419,1,351,"000351","Semken and Falk",1987
420,1,351,"000351","Semken and Falk",1987
421,1,351,"000351","Semken and Falk",1987
421,2,454,"000454","Ahler et al",0
422,1,351,"000351","Semken and Falk",1987
422,2,441,"000441","Chomko",1976
423,1,351,"000351","Semken and Falk",1987
423,2,,"000000","Semken",0
423,3,2237,"002237","Ahler et al",1974
424,1,359,"000359","Roper",1989
425,1,166,"000166","Wood",1969
425,2,430,"000430","Falk",1969
425,3,351,"000351","Semken and Falk",1987
426,1,351,"000351","Semken and Falk",1987
427,1,351,"000351","Semken and Falk",1987
427,2,167,"000167","Mick",1983
428,1,351,"000351","Semken and Falk",1987
428,2,316,"000316","Bozell and Rogers",1985
428,3,168,"000168","McKenzie and Holen",1983
428,4,316,"000316","Bozell and Rogers",1985
429,1,351,"000351","Semken and Falk",1987
429,2,165,"000165","Davis",1962
430,1,351,"000351","Semken and Falk",1987
430,2,404,"000404","Haas",1983
431,1,306,"000306","Howard and Gant",1966
432,1,306,"000306","Howard and Gant",1966
433,1,341,"000341","Voorhies and Corner",1985
434,1,341,"000341","Voorhies and Corner",1985
435,1,314,"000314","Voorhies and Corner",1984
436,1,351,"000351","Semken and Falk",1987
437,1,351,"000351","Semken and Falk",1987
