"","siteid","sitename","primary","datasetid","publicationid","pubtypeid","pubtype","year","citation","articletitle","journal","volume","issue","pages","citationnumber","doi","booktitle","numvolumes","edition","volumetitle","seriestitle","seriesvolume","publisher","url","city","state","country","originallanguage","notes","author_order","author_familyname","author_givennames"
"373","5148","Riviera [8PB30]",NA,"6444","3541","0","Legacy","1992","Wheeler, R. J. 1992. The Riviera complex: an east Okeechobee archaeological area settlement. Florida Anthropologist 45(1):5-17.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wheeler","R. J."
"374","5196","Rock Springs",NA,"6494","3553","0","Legacy","1983","Wilkins, K. T. 1983. Pleistocene mammals from the Rock Springs local fauna, central Florida. Brimleyana 9:69-82.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wilkins","K. T."
"375","5123","Markham Park Mound No. 2",NA,"6407","3557","0","Legacy","1977","Williams, W. B., and B. Mowers. 1977. Marka Park Mound No. 2, Boward County, Florida. Florida Anthropologist 30(2):56-78.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Williams","W. B."
"376","5123","Markham Park Mound No. 2",NA,"6407","3557","0","Legacy","1977","Williams, W. B., and B. Mowers. 1977. Marka Park Mound No. 2, Boward County, Florida. Florida Anthropologist 30(2):56-78.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Mowers","B."
"377","5139","Bishops Hammock [8BD66]",NA,"6423","3558","0","Legacy","1979","Williams, W. B., and B. Mowers. 1979. Bishops Hammock, Broward County, Florida. Florida Anthropologist 32(1):17-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Williams","W. B."
"378","5139","Bishops Hammock [8BD66]",NA,"6423","3558","0","Legacy","1979","Williams, W. B., and B. Mowers. 1979. Bishops Hammock, Broward County, Florida. Florida Anthropologist 32(1):17-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Mowers","B."
"379","5104","Mulberry Midden",NA,"6388","3569","0","Legacy","1963","Wing, E. S. 1963. Faunal remains from the test pit in the Mulberry Midden. Florida Anthropologist 16(1):31.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"380","5228","Goodman",NA,"6531","3570","0","Legacy","1963","Wing, E. S. 1963. Vertebrates from the Jungerman and Goodman sites near the east coast of Florida. Contributions to the Florida State Museum, Social Sciences 10:51-60.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"381","5229","Jungerman",NA,"6532","3570","0","Legacy","1963","Wing, E. S. 1963. Vertebrates from the Jungerman and Goodman sites near the east coast of Florida. Contributions to the Florida State Museum, Social Sciences 10:51-60.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"382","5128","Wash Island",NA,"6412","3571","0","Legacy","1963","Wing, E. S. 1963. Vertebrate remains from the Wash Island site. Florida Anthropologist 16(3):93-96.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"383","5090","Cushing's Site",NA,"6373","3572","0","Legacy","1965","Wing, E. S. 1965. Animal bones associated with two Indian sites on Marco Island, Florida. Florida Anthropologist 18(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"384","5102","Marco Midden",NA,"6385","3572","0","Legacy","1965","Wing, E. S. 1965. Animal bones associated with two Indian sites on Marco Island, Florida. Florida Anthropologist 18(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"385","5102","Marco Midden",NA,"6386","3572","0","Legacy","1965","Wing, E. S. 1965. Animal bones associated with two Indian sites on Marco Island, Florida. Florida Anthropologist 18(1):21-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"386","5093","Fort Walton Temple Mound",NA,"6376","3573","1","Journal Article","1968","Wing, E.S. 1968. Animal remains from a midden at Fort Walton Beach. Quarterly Journal of the Florida Academy of Sciences 30(1):57-58.","Animal remains from a midden at Fort Walton Beach","Quarterly Journal of the Florida Academy of Sciences","30","1","57-58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"387","5124","McLarty",NA,"6408","3574","0","Legacy","1978","Wing, E. S. 1978. Subsistence at the McLarty site, Indian River County. Florida Anthropologist 31(1):3-7.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"388","5098","Hontoon Island [8VO202]",NA,"6381","3575","0","Legacy","1987","Wing, E. S., and L. McKean. 1987. Preliminary study of the animal remains excavated from the Hontoon site. Florida Anthropologist 40(1):40-46.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"389","5098","Hontoon Island [8VO202]",NA,"6381","3575","0","Legacy","1987","Wing, E. S., and L. McKean. 1987. Preliminary study of the animal remains excavated from the Hontoon site. Florida Anthropologist 40(1):40-46.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","McKean","L."
"390","5110","Snapper Creek [8DA9]",NA,"6394","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"391","5110","Snapper Creek [8DA9]",NA,"6394","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Reitz","E. J."
"392","5117","Boynton Mound Complex [8PB56]",NA,"6517","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"393","5117","Boynton Mound Complex [8PB56]",NA,"6517","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Reitz","E. J."
"394","5215","Bear Lake",NA,"6518","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"395","5215","Bear Lake",NA,"6518","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Reitz","E. J."
"396","5216","Tucker",NA,"6519","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"397","5216","Tucker",NA,"6519","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Reitz","E. J."
"398","5217","Weeden Island",NA,"6520","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"399","5217","Weeden Island",NA,"6520","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Reitz","E. J."
"400","5218","TA 1",NA,"6521","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"401","5218","TA 1",NA,"6521","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Reitz","E. J."
"402","5219","Palmer",NA,"6522","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"403","5219","Palmer",NA,"6522","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Reitz","E. J."
"404","5220","Shired Island",NA,"6523","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"405","5220","Shired Island",NA,"6523","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Reitz","E. J."
"406","5221","Jupiter Inlet",NA,"6524","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"407","5221","Jupiter Inlet",NA,"6524","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Reitz","E. J."
"408","5222","Burtine Island",NA,"6525","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"409","5222","Burtine Island",NA,"6525","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Reitz","E. J."
"410","5223","Granada",NA,"6526","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"411","5223","Granada",NA,"6526","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Reitz","E. J."
"412","5229","Jungerman",NA,"6532","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wing","Elizabeth S."
"413","5229","Jungerman",NA,"6532","3576","0","Legacy","1982","Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Reitz","E. J."
"414","14418","Haile XV A (Haile 15A)","FALSE","22580","5055","2","Book Chapter","1974","Kinsey, P.E. 1974. A new species of Mylohyus peccary from the Florida Early Pleistocene. Pages 158-169 in Webb, S.D., editor. Pleistocene mammals of Florida. The University Presses of Florida, Gainesville, Florida, USA.","A new species of Mylohyus peccary from the Florida Early Pleistocene",NA,NA,NA,"158-169",NA,NA,"Pleistocene mammals of Florida",NA,NA,NA,NA,NA,"The University Presses of Florida",NA,"Gainesville","Florida","USA",NA,NA,"1","Kinsey","P.E."
"415","23674","Inglis IA [Inglis 1A]","FALSE","40964","6007","1","Journal Article","1995","Morgan, G.S., and R.C. Hulbert, Jr. 1995. Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37, Part I(1):1-92.","Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida","Bulletin of the Florida Museum of Natural History","37, Part I","1","1-92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"416","23674","Inglis IA [Inglis 1A]","FALSE","40964","6007","1","Journal Article","1995","Morgan, G.S., and R.C. Hulbert, Jr. 1995. Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida. Bulletin of the Florida Museum of Natural History 37, Part I(1):1-92.","Overview of the geology and vertebrate biochronology of the Leisey Shell Pit Local Fauna, Hillsborough County, Florida","Bulletin of the Florida Museum of Natural History","37, Part I","1","1-92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Hulbert","Richard C."
"417","23723","Coleman IIA","TRUE","41049","6017","2","Book Chapter","1974","Martin, R.A. 1974. Fossil mammals from the Coleman IIA fauna, Sumter County. Pages 35-99 in S.D. Webb, editor. Pleistocene Mammals of Florida. University Presses of Florida, Gainesville, Florida, USA.","Fossil mammals from the Coleman IIA fauna, Sumter County",NA,NA,NA,"35-99",NA,NA,"Pleistocene Mammals of Florida",NA,NA,NA,NA,NA,"University Presses of Florida",NA,"Gainesville","Florida","USA",NA,NA,"1","Martin","Robert A."
"418","14418","Haile XV A (Haile 15A)","FALSE","22580","7307","1","Journal Article","1980","Steadman, D.W. 1980. A review of the osteology and paleontology of turkeys (Aves :Meleagridinae). Contributions in Science, Natural History Museum Los Angeles County 330:131-207.","A review of the osteology and paleontology of turkeys (Aves :Meleagridinae)","Contributions in Science, Natural History Museum Los Angeles County","330",NA,"131-207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Steadman","David W."
"419","14418","Haile XV A (Haile 15A)","FALSE","22580","7310","1","Journal Article","1976","Campbell, K.E. 1976. An early Pleistocene avifauna from Haile XVA, Florida. The Wilson Bulletin 88(2):345-347.","An early Pleistocene avifauna from Haile XVA, Florida","The Wilson Bulletin","88","2","345-347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Campbell","Kenneth E."
"420","14343","Acline Shell Pit","TRUE","22451","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"421","14343","Acline Shell Pit","TRUE","22451","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Ridgway","R. B."
"422","14426","Northport","TRUE","22588","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"423","14426","Northport","TRUE","22588","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Ridgway","R. B."
"424","14429","Port Charlotte","TRUE","22592","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"425","14429","Port Charlotte","TRUE","22592","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Ridgway","R. B."
"426","14435","Santa Fe River 1 (includes 1A & 1B)","TRUE","22598","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"427","14435","Santa Fe River 1 (includes 1A & 1B)","TRUE","22598","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Ridgway","R. B."
"428","14436","Santa Fe River 15A","FALSE","22599","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"429","14436","Santa Fe River 15A","FALSE","22599","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Ridgway","R. B."
"430","14437","Santa Fe River 4A","TRUE","22600","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"431","14437","Santa Fe River 4A","TRUE","22600","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Ridgway","R. B."
"432","14439","Santa Fe River 8A","FALSE","22602","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"433","14439","Santa Fe River 8A","FALSE","22602","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Ridgway","R. B."
"434","14442","St. Petersburg","TRUE","22606","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"435","14442","St. Petersburg","TRUE","22606","10184","1","Journal Article","1987","Morgan, G.S., and R.B. Ridgway. 1987. Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas. Papers in Florida Paleontology 1:1-22.","Late Pliocene (Late Blancan) vertebrates from the St. Petersburg Times site, Pinellas County, Florida, and a brief review of Florida Blancan faunas","Papers in Florida Paleontology","1",NA,"1-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Ridgway","R. B."
"436","14418","Haile XV A (Haile 15A)","TRUE","22580","10256","1","Journal Article","1976","Robertson, J.S. 1976. Latest Pliocene mammals from Haile XVA, Alachua County, Florida. Bulletin of the Florida State Museum, Biological Sciences 20(3):111-186.","Latest Pliocene mammals from Haile XVA, Alachua County, Florida","Bulletin of the Florida State Museum, Biological Sciences","20","3","111-186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Robertson","Jesse S."
"437","14435","Santa Fe River 1 (includes 1A & 1B)","FALSE","22598","10273","6","Doctoral Dissertation","1999","Hearst, J.M. 1999. The mammalian paleontology and depositional environments of the Birch Creek local fauna (Pliocene: Blancan), Owyhee County, Idaho. Doctoral dissertation. University of Kansas, Lawrence, Kansas, USA.","The mammalian paleontology and depositional environments of the Birch Creek local fauna (Pliocene: Blancan), Owyhee County, Idaho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Kansas",NA,"Lawrence","Kansas","USA",NA,NA,"1","Hearst","Jonena M."
