"","siteid","collectionunitid","collunitname","datasetid","datasettype"
"981","27291",35163,"Mound",48822,"vertebrate fauna"
"982","27293",35166,"Settlement",48827,"specimen stable isotope"
"983","27293",35166,"Settlement",48828,"vertebrate fauna"
"984","27294",35167,"Extramural Cemetery",48829,"specimen stable isotope"
"985","27294",35167,"Extramural Cemetery",48830,"vertebrate fauna"
"986","27302",35175,"Caprine Assemblage",48850,"specimen stable isotope"
"987","27302",35175,"Caprine Assemblage",48851,"vertebrate fauna"
"988","3546",4429,"Locality",4574,"vertebrate fauna"
"989","3546",4430,"Unit A",4575,"vertebrate fauna"
"990","3546",4430,"Unit A",9282,"geochronologic"
"991","3546",4431,"Unit A/B",4576,"vertebrate fauna"
"992","3546",4432,"Unit B",4577,"vertebrate fauna"
"993","3546",4433,"Unit C",4578,"vertebrate fauna"
"994","3546",4433,"Unit C",9283,"geochronologic"
"995","3546",4434,"Locality",4579,"vertebrate fauna"
"996","3546",4434,"Locality",10603,"macroinvertebrate"
"997","3560",4448,"Locality",4593,"vertebrate fauna"
"998","3560",4448,"Locality",9294,"geochronologic"
"999","3561",4449,"Locality",4594,"vertebrate fauna"
"1000","3561",4449,"Locality",9295,"geochronologic"
"1001","3562",4450,"Locality",4595,"vertebrate fauna"
"1002","3562",4450,"Locality",9296,"geochronologic"
"1003","3593",4490,"Locality",4635,"vertebrate fauna"
"1004","3593",4490,"Locality",9315,"geochronologic"
"1005","5782",6965,"Locality",7110,"vertebrate fauna"
"1006","5782",6965,"Locality",10219,"geochronologic"
"1007","5782",6965,"Locality",49232,"vertebrate fauna"
"1008","5784",6967,"Locality",7112,"vertebrate fauna"
"1009","5784",6967,"Locality",10220,"geochronologic"
"1010","27290",35162,"Settlement areas A-C",48819,"specimen stable isotope"
"1011","27290",35162,"Settlement areas A-C",48820,"vertebrate fauna"
"1012","27290",35164,"Settlement Areas B - C",48823,"specimen stable isotope"
"1013","27290",35164,"Settlement Areas B - C",48824,"vertebrate fauna"
"1014","27291",35163,"Mound",48821,"specimen stable isotope"
"1015","27291",35163,"Mound",48822,"vertebrate fauna"
"1016","27293",35166,"Settlement",48827,"specimen stable isotope"
"1017","27293",35166,"Settlement",48828,"vertebrate fauna"
"1018","27294",35167,"Extramural Cemetery",48829,"specimen stable isotope"
"1019","27294",35167,"Extramural Cemetery",48830,"vertebrate fauna"
"1020","27302",35175,"Caprine Assemblage",48850,"specimen stable isotope"
"1021","27302",35175,"Caprine Assemblage",48851,"vertebrate fauna"
"1022","27429",35373,"Area 2",49270,"geochronologic"
"1023","27429",35373,"Area 2",49271,"vertebrate fauna"
"1024","27429",35375,"Area 1",49273,"geochronologic"
"1025","27429",35375,"Area 1",49274,"vertebrate fauna"
"1026","27430",35377,"Unit 1",49277,"geochronologic"
"1027","27430",35377,"Unit 1",49278,"vertebrate fauna"
"1028","28207",38126,"Markia Alonia",52490,"specimen stable isotope"
"1029","28207",38126,"Markia Alonia",52491,"vertebrate fauna"
"1030","3546",4429,"Locality",4574,"vertebrate fauna"
"1031","3546",4430,"Unit A",4575,"vertebrate fauna"
"1032","3546",4430,"Unit A",9282,"geochronologic"
"1033","3546",4431,"Unit A/B",4576,"vertebrate fauna"
"1034","3546",4432,"Unit B",4577,"vertebrate fauna"
"1035","3546",4433,"Unit C",4578,"vertebrate fauna"
"1036","3546",4433,"Unit C",9283,"geochronologic"
"1037","3546",4434,"Locality",4579,"vertebrate fauna"
"1038","3546",4434,"Locality",10603,"macroinvertebrate"
"1039","3558",4446,"Locality",4591,"vertebrate fauna"
"1040","3558",4446,"Locality",9292,"geochronologic"
"1041","3558",35355,NA,49230,"geochronologic"
"1042","3558",35355,NA,49231,"vertebrate fauna"
"1043","3561",4449,"Locality",4594,"vertebrate fauna"
"1044","3561",4449,"Locality",9295,"geochronologic"
"1045","3562",4450,"Locality",4595,"vertebrate fauna"
"1046","3562",4450,"Locality",9296,"geochronologic"
"1047","3593",4490,"Locality",4635,"vertebrate fauna"
"1048","3593",4490,"Locality",9315,"geochronologic"
"1049","4415",5417,"Locality",5562,"vertebrate fauna"
"1050","4415",5417,"Locality",9695,"geochronologic"
"1051","5355",6519,"Locality",6664,"vertebrate fauna"
"1052","5355",6519,"Locality",10099,"geochronologic"
"1053","5355",7104,"Locality",7249,"vertebrate fauna"
"1054","5784",6967,"Locality",7112,"vertebrate fauna"
"1055","5784",6967,"Locality",10220,"geochronologic"
"1056","15985",18028,NA,24656,"vertebrate fauna"
"1057","27290",35162,"Settlement areas A-C",48819,"specimen stable isotope"
"1058","27290",35162,"Settlement areas A-C",48820,"vertebrate fauna"
"1059","27290",35164,"Settlement Areas B - C",48823,"specimen stable isotope"
"1060","27290",35164,"Settlement Areas B - C",48824,"vertebrate fauna"
"1061","27291",35163,"Mound",48821,"specimen stable isotope"
"1062","27291",35163,"Mound",48822,"vertebrate fauna"
"1063","27293",35166,"Settlement",48827,"specimen stable isotope"
"1064","27293",35166,"Settlement",48828,"vertebrate fauna"
"1065","27294",35167,"Extramural Cemetery",48829,"specimen stable isotope"
"1066","27294",35167,"Extramural Cemetery",48830,"vertebrate fauna"
"1067","27302",35175,"Caprine Assemblage",48850,"specimen stable isotope"
"1068","27302",35175,"Caprine Assemblage",48851,"vertebrate fauna"
"1069","27429",35373,"Area 2",49270,"geochronologic"
"1070","27429",35373,"Area 2",49271,"vertebrate fauna"
"1071","27429",35375,"Area 1",49273,"geochronologic"
"1072","27429",35375,"Area 1",49274,"vertebrate fauna"
"1073","27430",35377,"Unit 1",49277,"geochronologic"
"1074","27430",35377,"Unit 1",49278,"vertebrate fauna"
"1075","28207",38126,"Markia Alonia",52490,"specimen stable isotope"
"1076","28207",38126,"Markia Alonia",52491,"vertebrate fauna"
"1077","3546",4429,"Locality",4574,"vertebrate fauna"
"1078","3546",4430,"Unit A",4575,"vertebrate fauna"
"1079","3546",4430,"Unit A",9282,"geochronologic"
"1080","3546",4431,"Unit A/B",4576,"vertebrate fauna"
"1081","3546",4432,"Unit B",4577,"vertebrate fauna"
"1082","3546",4433,"Unit C",4578,"vertebrate fauna"
"1083","3546",4433,"Unit C",9283,"geochronologic"
"1084","3546",4434,"Locality",4579,"vertebrate fauna"
"1085","3546",4434,"Locality",10603,"macroinvertebrate"
"1086","3558",4446,"Locality",4591,"vertebrate fauna"
"1087","3558",4446,"Locality",9292,"geochronologic"
"1088","3558",35355,NA,49230,"geochronologic"
"1089","3558",35355,NA,49231,"vertebrate fauna"
"1090","3593",4490,"Locality",4635,"vertebrate fauna"
"1091","3593",4490,"Locality",9315,"geochronologic"
"1092","4415",5417,"Locality",5562,"vertebrate fauna"
"1093","4415",5417,"Locality",9695,"geochronologic"
"1094","5327",6491,"Locality",6636,"vertebrate fauna"
"1095","5784",6967,"Locality",7112,"vertebrate fauna"
"1096","5784",6967,"Locality",10220,"geochronologic"
"1097","27290",35162,"Settlement areas A-C",48819,"specimen stable isotope"
"1098","27290",35162,"Settlement areas A-C",48820,"vertebrate fauna"
"1099","27290",35164,"Settlement Areas B - C",48823,"specimen stable isotope"
"1100","27290",35164,"Settlement Areas B - C",48824,"vertebrate fauna"
"1101","27291",35163,"Mound",48821,"specimen stable isotope"
"1102","27291",35163,"Mound",48822,"vertebrate fauna"
"1103","27293",35166,"Settlement",48827,"specimen stable isotope"
"1104","27293",35166,"Settlement",48828,"vertebrate fauna"
"1105","27294",35167,"Extramural Cemetery",48829,"specimen stable isotope"
"1106","27294",35167,"Extramural Cemetery",48830,"vertebrate fauna"
"1107","27302",35175,"Caprine Assemblage",48850,"specimen stable isotope"
"1108","27302",35175,"Caprine Assemblage",48851,"vertebrate fauna"
"1109","27429",35373,"Area 2",49270,"geochronologic"
"1110","27429",35373,"Area 2",49271,"vertebrate fauna"
"1111","27429",35375,"Area 1",49273,"geochronologic"
"1112","27429",35375,"Area 1",49274,"vertebrate fauna"
"1113","27430",35377,"Unit 1",49277,"geochronologic"
"1114","27430",35377,"Unit 1",49278,"vertebrate fauna"
"1115","28207",38126,"Markia Alonia",52490,"specimen stable isotope"
"1116","28207",38126,"Markia Alonia",52491,"vertebrate fauna"
"1117","3546",4429,"Locality",4574,"vertebrate fauna"
"1118","3546",4430,"Unit A",4575,"vertebrate fauna"
"1119","3546",4430,"Unit A",9282,"geochronologic"
"1120","3546",4431,"Unit A/B",4576,"vertebrate fauna"
"1121","3546",4432,"Unit B",4577,"vertebrate fauna"
"1122","3546",4433,"Unit C",4578,"vertebrate fauna"
"1123","3546",4433,"Unit C",9283,"geochronologic"
"1124","3546",4434,"Locality",4579,"vertebrate fauna"
"1125","3546",4434,"Locality",10603,"macroinvertebrate"
"1126","3558",4446,"Locality",4591,"vertebrate fauna"
"1127","3558",4446,"Locality",9292,"geochronologic"
"1128","3558",35355,NA,49230,"geochronologic"
"1129","3558",35355,NA,49231,"vertebrate fauna"
"1130","3593",4490,"Locality",4635,"vertebrate fauna"
"1131","3593",4490,"Locality",9315,"geochronologic"
"1132","4251",5220,"Locality",5365,"vertebrate fauna"
"1133","4415",5417,"Locality",5562,"vertebrate fauna"
"1134","4415",5417,"Locality",9695,"geochronologic"
"1135","5327",6491,"Locality",6636,"vertebrate fauna"
"1136","27290",35162,"Settlement areas A-C",48819,"specimen stable isotope"
"1137","27290",35162,"Settlement areas A-C",48820,"vertebrate fauna"
"1138","27290",35164,"Settlement Areas B - C",48823,"specimen stable isotope"
"1139","27290",35164,"Settlement Areas B - C",48824,"vertebrate fauna"
"1140","27291",35163,"Mound",48821,"specimen stable isotope"
"1141","27291",35163,"Mound",48822,"vertebrate fauna"
"1142","27293",35166,"Settlement",48827,"specimen stable isotope"
"1143","27293",35166,"Settlement",48828,"vertebrate fauna"
"1144","27294",35167,"Extramural Cemetery",48829,"specimen stable isotope"
"1145","27294",35167,"Extramural Cemetery",48830,"vertebrate fauna"
"1146","27302",35175,"Caprine Assemblage",48850,"specimen stable isotope"
"1147","27302",35175,"Caprine Assemblage",48851,"vertebrate fauna"
"1148","27430",35377,"Unit 1",49277,"geochronologic"
"1149","27430",35377,"Unit 1",49278,"vertebrate fauna"
"1150","28207",38126,"Markia Alonia",52490,"specimen stable isotope"
"1151","28207",38126,"Markia Alonia",52491,"vertebrate fauna"
"1152","3546",4429,"Locality",4574,"vertebrate fauna"
"1153","3546",4430,"Unit A",4575,"vertebrate fauna"
"1154","3546",4430,"Unit A",9282,"geochronologic"
"1155","3546",4431,"Unit A/B",4576,"vertebrate fauna"
"1156","3546",4432,"Unit B",4577,"vertebrate fauna"
"1157","3546",4433,"Unit C",4578,"vertebrate fauna"
"1158","3546",4433,"Unit C",9283,"geochronologic"
"1159","3546",4434,"Locality",4579,"vertebrate fauna"
"1160","3546",4434,"Locality",10603,"macroinvertebrate"
"1161","5327",6491,"Locality",6636,"vertebrate fauna"
"1162","22552",27098,NA,39167,"vertebrate fauna"
"1163","27290",35162,"Settlement areas A-C",48819,"specimen stable isotope"
"1164","27290",35162,"Settlement areas A-C",48820,"vertebrate fauna"
"1165","27290",35164,"Settlement Areas B - C",48823,"specimen stable isotope"
"1166","27290",35164,"Settlement Areas B - C",48824,"vertebrate fauna"
"1167","27291",35163,"Mound",48821,"specimen stable isotope"
"1168","27291",35163,"Mound",48822,"vertebrate fauna"
"1169","27293",35166,"Settlement",48827,"specimen stable isotope"
"1170","27293",35166,"Settlement",48828,"vertebrate fauna"
"1171","27294",35167,"Extramural Cemetery",48829,"specimen stable isotope"
"1172","27294",35167,"Extramural Cemetery",48830,"vertebrate fauna"
"1173","27302",35175,"Caprine Assemblage",48850,"specimen stable isotope"
"1174","27302",35175,"Caprine Assemblage",48851,"vertebrate fauna"
"1175","28207",38126,"Markia Alonia",52490,"specimen stable isotope"
"1176","28207",38126,"Markia Alonia",52491,"vertebrate fauna"
"1177","3546",4429,"Locality",4574,"vertebrate fauna"
"1178","3546",4430,"Unit A",4575,"vertebrate fauna"
"1179","3546",4430,"Unit A",9282,"geochronologic"
"1180","3546",4431,"Unit A/B",4576,"vertebrate fauna"
"1181","3546",4432,"Unit B",4577,"vertebrate fauna"
"1182","3546",4433,"Unit C",4578,"vertebrate fauna"
"1183","3546",4433,"Unit C",9283,"geochronologic"
"1184","3546",4434,"Locality",4579,"vertebrate fauna"
"1185","3546",4434,"Locality",10603,"macroinvertebrate"
"1186","5327",6491,"Locality",6636,"vertebrate fauna"
"1187","27290",35162,"Settlement areas A-C",48819,"specimen stable isotope"
"1188","27290",35162,"Settlement areas A-C",48820,"vertebrate fauna"
"1189","27290",35164,"Settlement Areas B - C",48823,"specimen stable isotope"
"1190","27290",35164,"Settlement Areas B - C",48824,"vertebrate fauna"
"1191","27291",35163,"Mound",48821,"specimen stable isotope"
"1192","27291",35163,"Mound",48822,"vertebrate fauna"
"1193","27293",35166,"Settlement",48827,"specimen stable isotope"
"1194","27293",35166,"Settlement",48828,"vertebrate fauna"
"1195","27295",35168,"Extramural Cemetery",48831,"specimen stable isotope"
"1196","27295",35168,"Extramural Cemetery",48832,"vertebrate fauna"
"1197","27302",35175,"Caprine Assemblage",48850,"specimen stable isotope"
"1198","27302",35175,"Caprine Assemblage",48851,"vertebrate fauna"
"1199","28207",38126,"Markia Alonia",52490,"specimen stable isotope"
"1200","28207",38126,"Markia Alonia",52491,"vertebrate fauna"
"1201","3546",4429,"Locality",4574,"vertebrate fauna"
"1202","3546",4430,"Unit A",4575,"vertebrate fauna"
"1203","3546",4430,"Unit A",9282,"geochronologic"
"1204","3546",4431,"Unit A/B",4576,"vertebrate fauna"
"1205","3546",4432,"Unit B",4577,"vertebrate fauna"
"1206","3546",4433,"Unit C",4578,"vertebrate fauna"
"1207","3546",4433,"Unit C",9283,"geochronologic"
"1208","3546",4434,"Locality",4579,"vertebrate fauna"
"1209","3546",4434,"Locality",10603,"macroinvertebrate"
"1210","27290",35162,"Settlement areas A-C",48819,"specimen stable isotope"
"1211","27290",35162,"Settlement areas A-C",48820,"vertebrate fauna"
"1212","27290",35164,"Settlement Areas B - C",48823,"specimen stable isotope"
"1213","27290",35164,"Settlement Areas B - C",48824,"vertebrate fauna"
"1214","27295",35168,"Extramural Cemetery",48831,"specimen stable isotope"
"1215","27295",35168,"Extramural Cemetery",48832,"vertebrate fauna"
"1216","27290",35162,"Settlement areas A-C",48819,"specimen stable isotope"
"1217","27290",35162,"Settlement areas A-C",48820,"vertebrate fauna"
"1218","27290",35164,"Settlement Areas B - C",48823,"specimen stable isotope"
"1219","27290",35164,"Settlement Areas B - C",48824,"vertebrate fauna"
"1220","27292",35165,"Building 1 and Nearby Excavated Pit",48825,"specimen stable isotope"
"1221","27292",35165,"Building 1 and Nearby Excavated Pit",48826,"vertebrate fauna"
"1222","27295",35168,"Extramural Cemetery",48831,"specimen stable isotope"
"1223","27295",35168,"Extramural Cemetery",48832,"vertebrate fauna"
"1224","27296",35169,"Assemblage",48834,"vertebrate fauna"
"1225","27292",35165,"Building 1 and Nearby Excavated Pit",48825,"specimen stable isotope"
"1226","27292",35165,"Building 1 and Nearby Excavated Pit",48826,"vertebrate fauna"
"1227","27296",35169,"Assemblage",48834,"vertebrate fauna"
"1228","27292",35165,"Building 1 and Nearby Excavated Pit",48825,"specimen stable isotope"
"1229","27292",35165,"Building 1 and Nearby Excavated Pit",48826,"vertebrate fauna"
"1230","27296",35169,"Assemblage",48834,"vertebrate fauna"
"1231","26171",32448,"SLP2, SLP3, SL-2",45645,"geochronologic"
"1232","26171",32448,"SLP2, SLP3, SL-2",45646,"plant macrofossil"
"1233","26171",32448,"SLP2, SLP3, SL-2",45647,"charcoal"
"1234","26171",32448,"SLP2, SLP3, SL-2",45648,"pollen"
"1235","26171",32448,"SLP2, SLP3, SL-2",48758,"specimen stable isotope"
"1236","26171",32448,"SLP2, SLP3, SL-2",48759,"plant macrofossil"
"1237","27292",35165,"Building 1 and Nearby Excavated Pit",48825,"specimen stable isotope"
"1238","27292",35165,"Building 1 and Nearby Excavated Pit",48826,"vertebrate fauna"
"1239","27296",35169,"Assemblage",48834,"vertebrate fauna"
"1240","29380",40085,"Tell Atchana",55907,"specimen stable isotope"
"1241","29380",40085,"Tell Atchana",55908,"vertebrate fauna"
"1242","29380",40085,"Tell Atchana",55907,"specimen stable isotope"
"1243","29380",40085,"Tell Atchana",55908,"vertebrate fauna"
"1244","29380",40085,"Tell Atchana",55907,"specimen stable isotope"
"1245","29380",40085,"Tell Atchana",55908,"vertebrate fauna"
"1246","29405",40112,"Wadi Jilat 25",55964,"vertebrate fauna"
"1247","29405",40112,"Wadi Jilat 25",55963,"specimen stable isotope"
"1248","29406",40113,"Villamar",55966,"vertebrate fauna"
"1249","29406",40113,"Villamar",55965,"specimen stable isotope"
"1250","29439",40147,"Grotta di San Teodoro",56029,"vertebrate fauna"
"1251","29439",40147,"Grotta di San Teodoro",56028,"specimen stable isotope"
"1252","29455",40163,"Alia/Aqaba",56061,"vertebrate fauna"
"1253","29455",40163,"Alia/Aqaba",56060,"specimen stable isotope"
"1254","29456",40164,"Aila",56063,"vertebrate fauna"
"1255","29456",40164,"Aila",56062,"specimen stable isotope"
"1256","29406",40113,"Villamar",55966,"vertebrate fauna"
"1257","29406",40113,"Villamar",55965,"specimen stable isotope"
"1258","29407",40114,"Uyun al-Hammam",55968,"vertebrate fauna"
"1259","29407",40114,"Uyun al-Hammam",55967,"specimen stable isotope"
"1260","29414",40121,"Tell el-Kerkh",55979,"vertebrate fauna"
"1261","29414",40121,"Tell el-Kerkh",55978,"specimen stable isotope"
"1262","29439",40147,"Grotta di San Teodoro",56029,"vertebrate fauna"
"1263","29439",40147,"Grotta di San Teodoro",56028,"specimen stable isotope"
"1264","29440",40148,"Göbekli Tepe",56031,"vertebrate fauna"
"1265","29440",40148,"Göbekli Tepe",56030,"specimen stable isotope"
"1266","29448",40156,"Canhasan III",56047,"vertebrate fauna"
"1267","29448",40156,"Canhasan III",56046,"specimen stable isotope"
"1268","29456",40164,"Aila",56063,"vertebrate fauna"
"1269","29456",40164,"Aila",56062,"specimen stable isotope"
"1270","29414",40121,"Tell el-Kerkh",55979,"vertebrate fauna"
"1271","29414",40121,"Tell el-Kerkh",55978,"specimen stable isotope"
"1272","29434",40141,"Khirbet edh-Dharih",56017,"vertebrate fauna"
"1273","29434",40141,"Khirbet edh-Dharih",56016,"specimen stable isotope"
"1274","29440",40148,"Göbekli Tepe",56031,"vertebrate fauna"
"1275","29440",40148,"Göbekli Tepe",56030,"specimen stable isotope"
"1276","29448",40156,"Canhasan III",56047,"vertebrate fauna"
"1277","29448",40156,"Canhasan III",56046,"specimen stable isotope"
"1278","29456",40164,"Aila",56063,"vertebrate fauna"
"1279","29456",40164,"Aila",56062,"specimen stable isotope"
"1280","29461",40170,"Hasankeyf Höyük",56076,"vertebrate fauna"
"1281","29461",40170,"Hasankeyf Höyük",56075,"specimen stable isotope"
"1282","30336",41331,NA,57385,"vertebrate fauna"
"1283","30336",41331,NA,57384,"specimen stable isotope"
"1284","30336",41331,NA,57383,"geochronologic"
"1285","29407",40114,"Uyun al-Hammam",55968,"vertebrate fauna"
"1286","29407",40114,"Uyun al-Hammam",55967,"specimen stable isotope"
"1287","29414",40121,"Tell el-Kerkh",55979,"vertebrate fauna"
"1288","29414",40121,"Tell el-Kerkh",55978,"specimen stable isotope"
"1289","29434",40141,"Khirbet edh-Dharih",56017,"vertebrate fauna"
"1290","29434",40141,"Khirbet edh-Dharih",56016,"specimen stable isotope"
"1291","29440",40148,"Göbekli Tepe",56031,"vertebrate fauna"
"1292","29440",40148,"Göbekli Tepe",56030,"specimen stable isotope"
"1293","29448",40156,"Canhasan III",56047,"vertebrate fauna"
"1294","29448",40156,"Canhasan III",56046,"specimen stable isotope"
"1295","29461",40170,"Hasankeyf Höyük",56076,"vertebrate fauna"
"1296","29461",40170,"Hasankeyf Höyük",56075,"specimen stable isotope"
"1297","30336",41331,NA,57385,"vertebrate fauna"
"1298","30336",41331,NA,57384,"specimen stable isotope"
"1299","30336",41331,NA,57383,"geochronologic"
"1300","29407",40114,"Uyun al-Hammam",55968,"vertebrate fauna"
"1301","29407",40114,"Uyun al-Hammam",55967,"specimen stable isotope"
"1302","29414",40121,"Tell el-Kerkh",55979,"vertebrate fauna"
"1303","29414",40121,"Tell el-Kerkh",55978,"specimen stable isotope"
"1304","29426",40133,"Pella",56001,"vertebrate fauna"
"1305","29426",40133,"Pella",56000,"specimen stable isotope"
"1306","29440",40148,"Göbekli Tepe",56031,"vertebrate fauna"
"1307","29440",40148,"Göbekli Tepe",56030,"specimen stable isotope"
"1308","29448",40156,"Canhasan III",56047,"vertebrate fauna"
"1309","29448",40156,"Canhasan III",56046,"specimen stable isotope"
"1310","29449",40157,"Çamlibel Tarlasi",56049,"vertebrate fauna"
"1311","29449",40157,"Çamlibel Tarlasi",56048,"specimen stable isotope"
"1312","29461",40170,"Hasankeyf Höyük",56076,"vertebrate fauna"
"1313","29461",40170,"Hasankeyf Höyük",56075,"specimen stable isotope"
"1314","30336",41331,NA,57385,"vertebrate fauna"
"1315","30336",41331,NA,57384,"specimen stable isotope"
"1316","30336",41331,NA,57383,"geochronologic"
"1317","29407",40114,"Uyun al-Hammam",55968,"vertebrate fauna"
"1318","29407",40114,"Uyun al-Hammam",55967,"specimen stable isotope"
"1319","29408",40115,"Wadi Jilat 13",55970,"vertebrate fauna"
"1320","29408",40115,"Wadi Jilat 13",55969,"specimen stable isotope"
"1321","29414",40121,"Tell el-Kerkh",55979,"vertebrate fauna"
"1322","29414",40121,"Tell el-Kerkh",55978,"specimen stable isotope"
"1323","29415",40122,"Wadi Fidan",55981,"vertebrate fauna"
"1324","29415",40122,"Wadi Fidan",55980,"specimen stable isotope"
"1325","29426",40133,"Pella",56001,"vertebrate fauna"
"1326","29426",40133,"Pella",56000,"specimen stable isotope"
"1327","29441",40149,"Fontana Nuova",56033,"vertebrate fauna"
"1328","29441",40149,"Fontana Nuova",56032,"specimen stable isotope"
"1329","29449",40157,"Çamlibel Tarlasi",56049,"vertebrate fauna"
"1330","29449",40157,"Çamlibel Tarlasi",56048,"specimen stable isotope"
"1331","29461",40170,"Hasankeyf Höyük",56076,"vertebrate fauna"
"1332","29461",40170,"Hasankeyf Höyük",56075,"specimen stable isotope"
"1333","30336",41331,NA,57385,"vertebrate fauna"
"1334","30336",41331,NA,57384,"specimen stable isotope"
"1335","30336",41331,NA,57383,"geochronologic"
"1336","29408",40115,"Wadi Jilat 13",55970,"vertebrate fauna"
"1337","29408",40115,"Wadi Jilat 13",55969,"specimen stable isotope"
"1338","29416",40123,"Tell al-Husn",55983,"vertebrate fauna"
"1339","29416",40123,"Tell al-Husn",55982,"specimen stable isotope"
"1340","29441",40149,"Fontana Nuova",56033,"vertebrate fauna"
"1341","29441",40149,"Fontana Nuova",56032,"specimen stable isotope"
"1342","29449",40157,"Çamlibel Tarlasi",56049,"vertebrate fauna"
"1343","29449",40157,"Çamlibel Tarlasi",56048,"specimen stable isotope"
"1344","29408",40115,"Wadi Jilat 13",55970,"vertebrate fauna"
"1345","29408",40115,"Wadi Jilat 13",55969,"specimen stable isotope"
"1346","29416",40123,"Tell al-Husn",55983,"vertebrate fauna"
"1347","29416",40123,"Tell al-Husn",55982,"specimen stable isotope"
"1348","29441",40149,"Fontana Nuova",56033,"vertebrate fauna"
"1349","29441",40149,"Fontana Nuova",56032,"specimen stable isotope"
"1350","29449",40157,"Çamlibel Tarlasi",56049,"vertebrate fauna"
"1351","29449",40157,"Çamlibel Tarlasi",56048,"specimen stable isotope"
"1352","29408",40115,"Wadi Jilat 13",55970,"vertebrate fauna"
"1353","29408",40115,"Wadi Jilat 13",55969,"specimen stable isotope"
"1354","29416",40123,"Tell al-Husn",55983,"vertebrate fauna"
"1355","29416",40123,"Tell al-Husn",55982,"specimen stable isotope"
"1356","29429",40136,"Khirbet Nawafleh",56007,"vertebrate fauna"
"1357","29429",40136,"Khirbet Nawafleh",56006,"specimen stable isotope"
"1358","29437",40145,"Himera",56025,"vertebrate fauna"
"1359","29437",40145,"Himera",56024,"specimen stable isotope"
"1360","29437",40144,"Himera",56023,"vertebrate fauna"
"1361","29437",40144,"Himera",56022,"specimen stable isotope"
"1362","29441",40149,"Fontana Nuova",56033,"vertebrate fauna"
"1363","29441",40149,"Fontana Nuova",56032,"specimen stable isotope"
"1364","29443",40151,"Da'Janiya",56037,"vertebrate fauna"
"1365","29443",40151,"Da'Janiya",56036,"specimen stable isotope"
"1366","29445",40153,"Çatalhöyük West",56041,"vertebrate fauna"
"1367","29445",40153,"Çatalhöyük West",56040,"specimen stable isotope"
"1368","29449",40157,"Çamlibel Tarlasi",56049,"vertebrate fauna"
"1369","29449",40157,"Çamlibel Tarlasi",56048,"specimen stable isotope"
"1370","29450",40158,"Boncuklu",56051,"vertebrate fauna"
"1371","29450",40158,"Boncuklu",56050,"specimen stable isotope"
"1372","29451",40159,"Bediyeh",56053,"vertebrate fauna"
"1373","29451",40159,"Bediyeh",56052,"specimen stable isotope"
"1374","29452",40160,"Barsinia",56055,"vertebrate fauna"
"1375","29452",40160,"Barsinia",56054,"specimen stable isotope"
"1376","29420",40127,"Scaba'e Arriu",55991,"vertebrate fauna"
"1377","29420",40127,"Scaba'e Arriu",55990,"specimen stable isotope"
"1378","29437",40145,"Himera",56025,"vertebrate fauna"
"1379","29437",40145,"Himera",56024,"specimen stable isotope"
"1380","29437",40144,"Himera",56023,"vertebrate fauna"
"1381","29437",40144,"Himera",56022,"specimen stable isotope"
"1382","29445",40153,"Çatalhöyük West",56041,"vertebrate fauna"
"1383","29445",40153,"Çatalhöyük West",56040,"specimen stable isotope"
"1384","29453",40161,"Barcin Höyük",56057,"vertebrate fauna"
"1385","29453",40161,"Barcin Höyük",56056,"specimen stable isotope"
"1386","29420",40127,"Scaba'e Arriu",55991,"vertebrate fauna"
"1387","29420",40127,"Scaba'e Arriu",55990,"specimen stable isotope"
"1388","29421",40128,"Santa Caterina di Pittinuri",55993,"vertebrate fauna"
"1389","29421",40128,"Santa Caterina di Pittinuri",55992,"specimen stable isotope"
"1390","29437",40145,"Himera",56025,"vertebrate fauna"
"1391","29437",40145,"Himera",56024,"specimen stable isotope"
"1392","29437",40144,"Himera",56023,"vertebrate fauna"
"1393","29437",40144,"Himera",56022,"specimen stable isotope"
"1394","29438",40146,"Hesban",56027,"vertebrate fauna"
"1395","29438",40146,"Hesban",56026,"specimen stable isotope"
"1396","29439",40147,"Grotta di San Teodoro",56029,"vertebrate fauna"
"1397","29439",40147,"Grotta di San Teodoro",56028,"specimen stable isotope"
"1398","29445",40153,"Çatalhöyük West",56041,"vertebrate fauna"
"1399","29445",40153,"Çatalhöyük West",56040,"specimen stable isotope"
"1400","29446",40154,"Çatalhöyük East",56043,"vertebrate fauna"
"1401","29446",40154,"Çatalhöyük East",56042,"specimen stable isotope"
"1402","29453",40161,"Barcin Höyük",56057,"vertebrate fauna"
"1403","29453",40161,"Barcin Höyük",56056,"specimen stable isotope"
"1404","29455",40163,"Alia/Aqaba",56061,"vertebrate fauna"
"1405","29455",40163,"Alia/Aqaba",56060,"specimen stable isotope"
